"T:\user\dev\src\python\AIKIF\aikif\mapper.py","mapper.py","T:\user\dev\src\python\AIKIF\aikif","15-02-28","8036",
"T:\user\dev\src\python\AIKIF\aikif\cls_file_mapping.py","cls_file_mapping.py","T:\user\dev\src\python\AIKIF\aikif","15-04-11","3285",
"T:\user\dev\src\python\AIKIF\aikif\tools.py","tools.py","T:\user\dev\src\python\AIKIF\aikif","15-03-18","4224",
"T:\user\dev\src\python\AIKIF\aikif\create_database.py","create_database.py","T:\user\dev\src\python\AIKIF\aikif","15-02-28","1936",
"T:\user\dev\src\python\AIKIF\aikif\run_agents.py","run_agents.py","T:\user\dev\src\python\AIKIF\aikif","15-03-12","2654",
"T:\user\dev\src\python\AIKIF\aikif\gui_view_world.py","gui_view_world.py","T:\user\dev\src\python\AIKIF\aikif","15-04-02","6401",
"T:\user\dev\src\python\AIKIF\aikif\run.py","run.py","T:\user\dev\src\python\AIKIF\aikif","15-02-28","1553",
"T:\user\dev\src\python\AIKIF\aikif\search.py","search.py","T:\user\dev\src\python\AIKIF\aikif","15-02-28","1927",
"T:\user\dev\src\python\AIKIF\aikif\AI_CLI.py","AI_CLI.py","T:\user\dev\src\python\AIKIF\aikif","15-05-06","5494",
"T:\user\dev\src\python\AIKIF\aikif\knowledge.py","knowledge.py","T:\user\dev\src\python\AIKIF\aikif","15-05-06","2333",
"T:\user\dev\src\python\AIKIF\aikif\install_data.py","install_data.py","T:\user\dev\src\python\AIKIF\aikif","15-04-23","2638",
"T:\user\dev\src\python\AIKIF\aikif\index.py","index.py","T:\user\dev\src\python\AIKIF\aikif","15-04-15","7725",
"T:\user\dev\src\python\AIKIF\aikif\bias.py","bias.py","T:\user\dev\src\python\AIKIF\aikif","14-10-17","2653",
"T:\user\dev\src\python\AIKIF\aikif\core_data.py","core_data.py","T:\user\dev\src\python\AIKIF\aikif","15-05-11","6992",
"T:\user\dev\src\python\AIKIF\aikif\project.py","project.py","T:\user\dev\src\python\AIKIF\aikif","15-05-10","6360",
"T:\user\dev\src\python\AIKIF\aikif\programs.py","programs.py","T:\user\dev\src\python\AIKIF\aikif","15-03-05","6106",
"T:\user\dev\src\python\AIKIF\aikif\cls_log.py","cls_log.py","T:\user\dev\src\python\AIKIF\aikif","15-04-26","13358",
"T:\user\dev\src\python\AIKIF\aikif\config.py","config.py","T:\user\dev\src\python\AIKIF\aikif","15-03-28","2651",
