"num","subject","predicate","object"
"3918","MusicalInstrument","rdf-schema#subClassOf","Collectible"
"3919","Profits","prettyString","rate of monetary flow that is a profit of a business organization"
"3920","AbuIbrahimAlIraqi","prettyString","Abu Ibrahim"
"3921","Company-MilitaryEchelon","rdf-schema#subClassOf","ModernMilitaryOrganization"
"3922","DesktopEnvironmentProgram","rdf-schema#subClassOf","LocalProgram"
"3923","Professional","rdf-schema#subClassOf","SkilledWorker"
"3924","21cTestGroup8","22-rdf-syntax-ns#type","21cSagemanDataGroup"
"3925","AbilityOfToTypeFn","arity","2"
"3926","accessToNotAmenable","arity","2"
"3927","21cTestGroup2-6","prettyString-Canonical","21c Test Group 2 6"
"3928","PersonTypeByActivity","rdf-schema#comment","A collection of collections.  Each instance of #$PersonTypeByActivity is a collection of #$Persons that classifies people by some kind of activity that they do on a regular basis.  Examples include #$Student, #$Tourist, and #$HornPlayer.  If the differentiating activity is one that is normally done as a career or job, it is preferable to make the collection an instance of the more specific #$PersonTypeByOccupation (q.v.)."
"3929","touchesAtEnd","rdf-schema#domain","SpatialThing"
"3930","TransportationDevice","quotedIsa","TerrorismOntologyConstant"
"3931","ComputerManufacturer","22-rdf-syntax-ns#type","ManufacturerTypeByFocalProductType"
"3932","Reasoning","22-rdf-syntax-ns#type","FirstOrderCollection"
"3933","accelerationOfObject-Translation","arg2Format","intervalEntryFormatInArgs"
"3934","Abdicating","prettyString","Abdicates"
"3935","AbductingSomeone","rdf-schema#subClassOf","TakingAPersonPrisoner"
"3936","SetOrCollection","22-rdf-syntax-ns#type","VariedOrderCollection"
"3937","2s12-Mortar","prettyString","2s12"
"3938","21cTestGroup9","22-rdf-syntax-ns#type","21cSagemanDataGroup"
"3939","TransportationDevice","prettyString-Canonical","transportation device"
"3940","AbstractIndividual","prettyString","elements that has been also abstract thing"
"3941","identificationStrings","22-rdf-syntax-ns#type","rdf-schema#Property"
"3942","4ByteIntegerDatatype","rdf-schema#subClassOf","IntegerComputerNumber"
"3943","123tkShop-TheProgram","22-rdf-syntax-ns#type","UnversionedProgram"
"3944","AcademicQuarter","prettyString-Canonical","academic quarter"
"3945","objectFoundInLocation","rdf-schema#range","SpatialThing-NonSituational"
"3946","AnimalTypeByMentalState","rdf-schema#subClassOf","FacetInstanceCollection"
"3947","Container-Underspecified","prettyString-Canonical","container underspecified"
"3948","IDStringType","22-rdf-syntax-ns#type","SecondOrderCollection"
"3949","above-Directly","rdf-schema#domain","SpatialThing-Localized"
"3950","AdultMaleHuman","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"3951","ComputerWallpaperFile","prettyString","wallp file"
"3952","IraqiPerson","rdf-schema#comment","The collection of people who are #$citizens of #$Iraq, or participate in its #$NationalCulture."
"3953","ComputerActivityType","prettyString","computer activity types"
"3954","MentalSituation","prettyString","psychological features"
"3955","AboveGroundFuelStorageTank","prettyString-Canonical","above-ground fuel storage tank"
"3956","PlanetaryBody","22-rdf-syntax-ns#type","ExistingObjectType"
"3957","AnalystDatabaseMt","genlMt","MIPT-TerroristEventsMt"
"3958","AbsolutePathname","rdf-schema#comment","' character)."
"3959","AbstractIndividual","prettyString","piece that is also abstract thing"
"3960","readableByNotAmenable-Type","arg1Genl","ComputerFile-Abstract"
"3961","InternationalTerritorialDispute","rdf-schema#comment","A collection of events, a subset of #$ConflictEvent and #$InternationalConflict. In each instance, there are at least two instances of #$Country, who both claim legal control over some place, in such a way that their claims come into conflict. The dispute between the #$UnitedKingdomOfGreatBritainAndNorthernIreland and #$Argentina over who controlled the #$FalklandIslands would be an instance.  While both the #$CityOfAustinTX and #$Texas-State claiming control over parts of Travis County would not, since the claims are not in conflict and the dispute is not at the international level."
"3962","KEInteractionFolder","22-rdf-syntax-ns#type","KBDependentCollection"
"3963","IndividualDenotingFunction","22-rdf-syntax-ns#type","FunctionTypeByRangeType"
"3964","BiologicalFamily","prettyString","family"
"3965","Acceleration","prettyString-Canonical","acceleration"
"3966","ACEServer-TheProgram","rdf-schema#comment","Server is an authentication solution that uses SecureID tokens offered by RSA Data Security for Microsoft's Windows 2000 and Solaris."
"3967","ProseLiteraryWork-CW","22-rdf-syntax-ns#type","TKBFullySpecifiedSourceType"
"3968","Aba-Garment","rdf-schema#subClassOf","EnvelopingCovering"
"3969","properNameStrings","22-rdf-syntax-ns#type","StringIndexingSlot"
"3970","FinancialOrganization","owl#disjointWith","Beauty-CosmeticsOrganization"
"3971","NonAbducibleCollection","quotedIsa","AbductionConstraintConstant"
"3972","InternalAnimalBodyRegionType","rdf-schema#comment","A #$SecondOrderCollection and a specialization of #$OrganismConstituentType.  Each instance of #$InternalAnimalBodyRegionType is a specialization of #$AnimalBodyRegion whose instances are, under normal circumstances, located completely within (i.e. #$in-ContCompletely) the outer surface of an animal.  Instances include #$Heart, #$Brain, and #$Bone-BodyPart. Non-instances include #$Head-AnimalBodyPart, #$Wing-AnimalBodyPart,and #$UpperBody-Human, which are instances of #$ExternalAnimalBodyRegionType (q.v.)."
"3973","ShelterConstruction","owl#disjointWith","Terrace-Topographical"
"3974","19InchTelevisionSet","22-rdf-syntax-ns#type","ExistingObjectType"
"3975","76MMRifledBoreCannon","prettyString","76 mm rifled cannon"
"3976","KBContentTestSpecificationType","typeGenls","KBContentTest-FullySpecified"
"3977","Analgesic","prettyString","painkiller"
"3978","3-DUltraPinball2CreepNight-TheGame","22-rdf-syntax-ns#type","ActionGameProgram"
"3979","CartographicFeatureType","rdf-schema#subClassOf","FirstOrderCollection"
"3980","ActionMovie","prettyString","action films"
"3981","accountFullName","arg2Format","singleEntryFormatInArgs"
"3982","KBContentTestSpecificationType","rdf-schema#subClassOf","SoftwareTestSpecificationType"
"3983","above-Touching","rdf-schema#range","SpatialThing-Localized"
"3984","AcademicComposition","prettyString","composition"
"3985","PuzzleGameProgram","rdf-schema#subClassOf","ComputerGameProgram"
"3986","academyAwardNominee","22-rdf-syntax-ns#type","TernaryPredicate"
"3987","FamousHuman","rdf-schema#comment","A specialization of #$HomoSapiens.  This is the collection of all human beings that are #$Famous (i.e. identifiable by a large number of other human beings). See also #$HistoricHuman."
"3988","containsInformationAbout-Focally","22-rdf-syntax-ns#type","owl#TransitiveProperty"
"3989","SolidTangibleThing","owl#disjointWith","SemiSolidTangibleThing"
"3990","Powder","rdf-schema#comment","A specialization of #$Granular.  Instances of #$Powder are composed of many fine particles and are #$FluidTangibleThing."
"3991","HitSong-CW","rdf-schema#comment","The collection of all hit songs."
"3992","accessToNotAmenable","prettyString-Canonical","Access To Not Amenable"
"3993","SmoothBoreWeapon","prettyString-Canonical","smooth bore weapon"
"3994","AcademicComposition","rdf-schema#comment","or intended to be submitted by #$Students in fulfillment of #$HomeworkAssignments."
"3995","2ndMIDDestroyAtChester","prettyString","will destroy enemy forces at Objective CHESTER"
"3996","PharmaceuticalCompany","22-rdf-syntax-ns#type","BusinessTypeByActivityType"
"3997","abbreviationForString","quotedIsa","NLTerm"
"3998","AccessingScriptType","rdf-schema#comment","A collection of collections.  Each instance of #$AccessingScriptType is a type (i.e., a collection) of actions by which an agent may come to possess, or gain user rights to, some tangible thing.  Instances of #$AccessingScriptType include the collections #$Buying, #$Renting, and #$BorrowingSomething."
"3999","Profits","rdf-schema#comment","A sub-collection of #$MonetaryRate. Each instance is the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)."
"4000","AccruingInterestOnASavingsAccount","prettyString","accrues interest on a savings account"
"4001","A1Stats-TheProgram","prettyString-Canonical","Drummond Miles A1Stats"
"4002","AAONInc","prettyString-Canonical","AAON, Inc."
"4003","208MotorizedRifleDivision-RRS","22-rdf-syntax-ns#type","RedUnit"
"4004","ArtifactualFeatureType","22-rdf-syntax-ns#type","SecondOrderCollection"
"4005","AbductingSomeone","prettyString","had abducted"
"4006","ArmoredDivision","rdf-schema#comment","The collection of all echelons at the division level that
include armorded units within their ranks."
"4007","accessibleDiscourseReferentInUDS","rdf-schema#range","LinguisticExpressionPeg"
"4008","AbsorptionEvent","prettyString","has taken in"
"4009","claimsResponsible","rdf-schema#domain","AttributingResponsibility"
"4010","3DComputerWallpaperFile","22-rdf-syntax-ns#type","ObjectType"
"4011","AB-206-Helicopter","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"4012","3DTextScreenSaver-TheProgram","22-rdf-syntax-ns#type","UnversionedProgram"
"4013","FamousHuman","22-rdf-syntax-ns#type","ExistingObjectType"
"4014","HighTechManufacturingEnterprise","22-rdf-syntax-ns#type","QAClarifyingCollectionType"
"4015","SKSISupportedFunction","22-rdf-syntax-ns#type","NonAbducibleCollection"
"4016","CranialNerve","prettyString","cranial nerves"
"4017","AspatialInformationStore","22-rdf-syntax-ns#type","InformationAndCWs-Topic"
"4018","AdventureGameProgram","rdf-schema#subClassOf","ComputerGameProgram"
"4019","ExistingObjectType","22-rdf-syntax-ns#type","FacetingCollectionType"
"4020","86thMeridian-West","rdf-schema#comment","The 86th meridian west of the #$PrimeMeridian of #$PlanetEarth."
"4021","personRepresentingAgent","22-rdf-syntax-ns#type","owl#TransitiveProperty"
"4022","AcademicYear","prettyString","academic years"
"4023","AbdulHameedButt","prettyString","Butt"
"4024","WordNetWorkflowConstant-NotFullyReviewed","prettyString-Canonical","word net workflow constant not fully reviewed"
"4025","6-TheDigit","prettyString","the numerals 6"
"4026","KBContentTestSpecificationType","rdf-schema#subClassOf","ObjectType"
"4027","Actor","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4028","90thMeridian-West","22-rdf-syntax-ns#type","LongitudeLine"
"4029","SituationalObjectType","prettyString-Canonical","situational object type"
"4030","CommercialOrganization","prettyString","commercial organisations"
"4031","ShelterConstruction","prettyString","refuge"
"4032","2ndMIDDestroyAtChester","prettyString-Canonical","destroying enemy forces at Objective CHESTER"
"4033","OuterGarment","prettyString","outer garments"
"4034","AcademyAward","prettyString","Academy Awards"
"4035","RifledBoreWeapon","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"4036","PropositionalConceptualWork-ScienceFictionGenre","rdf-schema#comment","The collection of instances of #$PropositionalConceptualWork that are of the
science fiction genre.  #$RobertHeinlein and #$IsaacAsimov are famous writers of this genre.
<p>"
"4037","accessoryFor","negationInverse","accessoryFor"
"4038","ServerProgram","prettyString","Server"
"4039","83rdMeridian-West","22-rdf-syntax-ns#type","Individual"
"4040","BiologicalToxin","22-rdf-syntax-ns#type","ExistingStuffType"
"4041","ManufacturedGoods","prettyString","products"
"4042","accountForProgramCopy","prettyString-Canonical","Account For Program Copy"
"4043","abbreviationString-PN","22-rdf-syntax-ns#type","StringIndexingSlot"
"4044","Abyssinian-Cat","rdf-schema#comment","Each #$Abyssinian-Cat is a slender shorthaired cat with a reddish coat, having tabby-like markings. "
"4045","above-Overhead","prettyString-Canonical","Above-Overhead"
"4046","AceVenturaPetDetective-TheMovie","22-rdf-syntax-ns#type","Individual"
"4047","8ByteIntegerDatatype","rdf-schema#subClassOf","ProgramObject"
"4048","KBContentTestSpecificationType","rdf-schema#subClassOf","KBDependentCollection"
"4049","arg3Genl","negationPreds","arg3NotGenl"
"4050","8ByteTwosComplementInteger","22-rdf-syntax-ns#type","8ByteIntegerDatatype"
"4051","above-Directly","rdf-schema#subPropertyOf","above-Generally"
"4052","intendedMaleficiary","genlInverse","negativeVestedInterest"
"4053","SubTopicFunction","rdf-schema#comment","A collection of functions.  Instances of #$SubTopicFunction are functions which take as argument some topic and return a collection which is a subtopic of the argument given. Examples of instances of #$SubTopicFunction include #$DesignForObjectTypeFn and #$CareAndFeedingFn."
"4054","AbsorptionEvent","rdf-schema#subClassOf","TransferIn"
"4055","WordNetWorkflowConstant-NotFullyReviewed","rdf-schema#subClassOf","WordNetWorkflowConstant"
"4056","AviationUnit-MilitarySpecialty","rdf-schema#comment","The collection of instances of #$ModernMilitaryUnit-Deployable that rely on the use of #$MilitaryAircraft for closing with and engaging the enemy. Instances of #$AviationUnit-MilitarySpecialty include attack, reconnaissance and transport units."
"4057","accessibleDiscourseReferentInUDS","arity","2"
"4058","AdultMaleHuman","prettyString","fellow"
"4059","Accompaniment","prettyString","co had occurred"
"4060","AbscronRayonuAzerbaijan","22-rdf-syntax-ns#type","GeographicalThing"
"4061","ProcessType","rdf-schema#comment","A #$SecondOrderCollection.  #$ProcessType is the collection intersection of #$TemporalStuffType and #$DurativeEventType; that is, a thing is an instance of #$ProcessType if and only if it is an instance of both #$TemporalStuffType and #$DurativeEventType.  Instances of #$ProcessType can be constructed from instances of #$AccomplishmentType using #$ProcessFn (q.v.)."
"4062","NonfictionalPCW","22-rdf-syntax-ns#type","ObjectType"
"4063","AbuQir-NorthAbuQir-GasField","prettyString","North Abu Qir"
"4064","AccumulatingSteadily","prettyString","BUILDING"
"4065","Plant","22-rdf-syntax-ns#type","KEClarifyingCollectionType"
"4066","AbstractInformationStructure","quotedIsa","DocumentStructureRepresentationConstant"
"4067","AccessoryFn-Artifact","arity","1"
"4068","AcademicTesting","prettyString","exam"
"4069","EmotionalQuantityType","prettyString","kinds of emotion"
"4070","IslamicNationalist","prettyString","human whose belief systems have included Islamic nationalism"
"4071","touches","22-rdf-syntax-ns#type","MereotopologyConcept"
"4072","receivesServicesFrom","arity","2"
"4073","readableByNotAmenable-Type","22-rdf-syntax-ns#type","rdf-schema#Property"
"4074","InternalAnatomicalPart","22-rdf-syntax-ns#type","FirstOrderCollection"
"4075","accountsReceivable","22-rdf-syntax-ns#type","TemporalExistencePredicate"
"4076","DocumentStructureRepresentationConstant","rdf-schema#subClassOf","CycLConstant"
"4077","Profits","prettyString","rate of monetary flow that is a profit of a business firm"
"4078","8MMCassette","rdf-schema#comment","8mm video cassettes.  Typically used only for
#$AmateurVideoCameras but usually of higher quality than other video medias
available to the amateur.  Must be played back from #$8MMCamcorder or copied to
a #$VHSCassette for playback on a #$VideoCassetteRecorder."
"4079","Abnormal-Unusual","prettyString","more atypical"
"4080","A_Change-ThePrefix","22-rdf-syntax-ns#type","Individual"
"4081","MedicalTreatmentEvent","prettyString","procedures"
"4082","FluidFlow-Complete","prettyString","had conducted"
"4083","SocialGathering","prettyString-Canonical","social occasion"
"4084","MedicalTreatmentEvent","prettyString","have treated"
"4085","AccessingACWFn","22-rdf-syntax-ns#type","CollectionDenotingFunction"
"4086","SimulationGameProgram","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4087","AcademicYear","rdf-schema#subClassOf","AcademicTerm"
"4088","TelevisionSetTypeBySize","rdf-schema#subClassOf","ManufacturedGoodsType"
"4089","13InchTelevisionSet","prettyString","13 inch television sets"
"4090","abutsSurface","rdf-schema#subPropertyOf","temporallyCoexist"
"4091","28DaysLater-TheMovie","22-rdf-syntax-ns#type","PropositionalConceptualWork-ThrillerGenre"
"4092","ProfessionalAssociation","prettyString","Professional societies"
"4093","accessToNotAmenable","rdf-schema#range","Individual"
"4094","IDStringType","22-rdf-syntax-ns#type","CharacterStringRelatedConstants-Db-Topic"
"4095","A-123Engr-RRS","22-rdf-syntax-ns#type","BlueUnit"
"4096","receivesServicesFrom","rdf-schema#domain","Agent-Generic"
"4097","AcetylcholinePoisoning","rdf-schema#subClassOf","Poisoning"
"4098","A_Change-ThePrefix","rdf-schema#comment","The prefix "a" means something like *in the act of*. It combines (generally) with #$Verbs and results (generally) in #$PredicativeOnlyAdjectives. Example: (#$derivedUsingPrefix #$Aglow-TheWord #$A_Change-ThePrefix)."
"4099","Plant","prettyString","plants"
"4100","TypicalHumanActivityType-AtLeastOnce","22-rdf-syntax-ns#type","CollectionType"
"4101","AB-205-Helicopter","prettyString","AB 205"
"4102","oldConstantName","rdf-schema#comment","This bookkeeping predicate relates a CycL constant to a former "name" of that constant.  More accurately, (#$oldConstantName CONSTANT STRING) means that the underlying data structure currently associated with the CycL expression CONSTANT was formerly associated instead with the SubL string STRING.  If CONSTANT has undergone multiple "renames", STRING will 
normally be its most recent former "name".  While #$oldConstantName sentences 
can be asserted and edited by hand, they are asserted automatically when a Rename is done in the Knowledge Base."
"4103","over-UnderspecifiedLocation","sharedNotes","SharedNoteOnIntermediateVocabulary"
"4104","accedingTo","rdf-schema#domain","Accepting-CommunicationAct"
"4105","InterExistingObjectPredicate","rdf-schema#comment","A specialization of both #$ObjectPredicate (q.v.) and #$BinaryPredicate.  Each instance of #$InterExistingObjectPredicate is a binary predicate that only relates pairs of #$SomethingExistings to each other.  Thus both argument-places of such a predicate are constrained to instances (see #$argIsa) of #$SomethingExisting or some specialization thereof.  Instances of #$InterExistingObjectPredicate include #$derivedFrom, #$cohabitants, #$capitalCity, and #$electricallyConnectedTo."
"4106","ArtifactualFeatureType","rdf-schema#subClassOf","CartographicFeatureType"
"4107","superTaxons","22-rdf-syntax-ns#type","FirstOrderCollectionPredicate"
"4108","PropositionalConceptualWork","22-rdf-syntax-ns#type","CandidateKBCompletenessNode"
"4109","touches","22-rdf-syntax-ns#type","RelativeLocationalPredicate"
"4110","A1Stats-TheProgram","22-rdf-syntax-ns#type","Individual"
"4111","AbductingSomeone","22-rdf-syntax-ns#type","TemporalObjectType"
"4112","ACertainRatio-MusicGroup","22-rdf-syntax-ns#type","Individual"
"4113","CartographicFeatureType","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4114","AcademicComposition","prettyString-Canonical","paper"
"4115","Abortion-Intentional","prettyString","will abort"
"4116","ACappellaMusicPerformers","rdf-schema#comment","The collection of individuals or groups that perform a cappella music."
"4117","accessToExpected","prettyString-Canonical","Access To Expected"
"4118","TestOWLExportConcept","rdf-schema#subClassOf","owl#Thing"
"4119","ServerProgram","owl#disjointWith","LocalProgram"
"4120","AcademicYear","prettyString-Canonical","academic year"
"4121","MeasurableQuantitySlot","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4122","above-Directly","arg1Format","SetTheFormat"
"4123","UnderseaTerrainFeatureType","22-rdf-syntax-ns#type","TerrainFeatureTaxonType"
"4124","AcademyOfMotionPictureArtsAndSciences","rdf-schema#comment","A professional organization, based in California, that promotes the development of motion picture arts and sciences by sponsoring awards, education, and research.  See also #$AcademyAward."
"4125","105MMRifledBoreCannon","prettyString","105 millimeter rifled bore guns"
"4126","DrugProduct","22-rdf-syntax-ns#type","TemporallyExistingThingTypeFrequentlyForSale"
"4127","AspatialInformationStore","owl#disjointWith","Agent-Generic"
"4128","NounProducingSuffix","prettyString-Canonical","noun-creating suffix"
"4129","AbuMusabAlSudani","prettyString","Abu Musab"
"4130","Organism-Whole","owl#disjointWith","PhysiologicalFeatureOfSurface"
"4131","LatitudeLine","rdf-schema#subClassOf","GeographicalPlace-1D"
"4132","MathematicalFunctionOnScalars","owl#disjointWith","DateDenotingFunction"
"4133","FileManagement-Topic","prettyString-Canonical","file management topic"
"4134","AccruingInterestOnALoan","prettyString","had accrued interest on a loan"
"4135","88thMeridian-West","prettyString-Canonical","88th Meridian West"
"4136","CycLAssertion","22-rdf-syntax-ns#type","CycLExpressionType"
"4137","AbqaiqOilField","prettyString-Canonical","the Abqaiq Oilfield"
"4138","AbdulHameedButt","prettyString-Canonical","Abdul Hameed Butt"
"4139","properNameStrings","rdf-schema#comment","An #$NLPredicate that relates a #$Thing to a #$ProperNameString.  (#$properNameStrings THING STRING) means that STRING is a proper name for THING."
"4140","LongitudeLine","rdf-schema#comment","A line between the North Pole (see #$AxialNorthPoleOfEarth) and the South Pole (see #$AxialSouthPoleOfEarth), intersecting the #$EarthsEquator at 90 degrees."
"4141","A2p-TheProgram","prettyString-Canonical","a2p"
"4142","accomplices","genlInverse","accomplices"
"4143","AbsorptionEvent","prettyString","have absorbed"
"4144","accessSlotForType","arg2QuotedIsa","SubLList"
"4145","123tkShop-TheProgram","22-rdf-syntax-ns#type","LocalProgram"
"4146","TwosComplementIntegerDatatype","prettyString-Canonical","twos-complement integer"
"4147","above-Overhead","22-rdf-syntax-ns#type","RelativePositionsOfObjects-Spatial-Topic"
"4148","3rdManeuverRegiment-RRS","22-rdf-syntax-ns#type","Individual"
"4149","superTaxons","arg2Genl","Organism-Whole"
"4150","genlMt","fanOutArg","1"
"4151","SignalsUnit-MilitarySpecialty","22-rdf-syntax-ns#type","KEClarifyingCollectionType"
"4152","Powder","prettyString-Canonical","powder"
"4153","76MMRifledBoreCannon","rdf-schema#comment","A kind of #$Cannon
 common on #$Tank-Vehicles."
"4154","PropositionalConceptualWork-HorrorGenre","prettyString","horror works"
"4155","2000ShortageOfWorldSupplyOfOpium","prettyString-Canonical","the marked reduction in the world supply of opium, from 2000 to 2002"
"4156","oldConstantName","arg1QuotedIsa","CycLConstant"
"4157","ExecutableExploit","prettyString","executable exploits"
"4158","requiredArg1Pred","arg2Format","SetTheFormat"
"4159","Acceleration","22-rdf-syntax-ns#type","ScalarIntervals-Quantity-Topic"
"4160","SearchEngine","prettyString","web searching engines"
"4161","2s12-Mortar","prettyString","2s12s"
"4162","acceptableTreatmentForMaleficiaryType","prettyString-Canonical","Acceptable Treatment For Maleficiary Type"
"4163","AceticAnhydride","prettyString-Canonical","acetic anhydride"
"4164","AuthenticationProgram-Remote","rdf-schema#subClassOf","SecurityProgram"
"4165","AviationUnit-MilitarySpecialty","22-rdf-syntax-ns#type","CPOF-UnitSpecialtyClassificationType"
"4166","3DTextScreenSaver-TheProgram","22-rdf-syntax-ns#type","FileReadingProgram-Visual"
"4167","NorthernCaucasianLanguageFamily","prettyString","Northern Caucasian language"
"4168","ComputerProgram-CW","prettyString","program"
"4169","ComputerTypeByBrand","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4170","accelerationDueToGravityOnPlanetaryBody","22-rdf-syntax-ns#type","FunctionalSlot"
"4171","Campsite","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"4172","Abqaiq-YanbuPipeline","rdf-schema#comment","A gas pipeline in the Middle East. It is important for reasoning about situations described in specializations of #$HPKBVocabMt."
"4173","FurniturePiece","rdf-schema#comment","A specialization of #$DurableGoods, #$HumanOccupationConstructObject, 
and #$SolidTangibleProduct.  Each instance of #$FurniturePiece is a 
durable artifact of a type that is typically used in human dwellings 
(see #$HumanShelterConstruction) to make them more comfortable.  Many
useful specializations of this collection can be classified according 
to the main function their instances serve.  Such functions include: 
(i) providing support for people's bodies while they are seated or 
reclining (e.g. #$Bed-PieceOfFurniture and #$FootStool), (ii) providing 
work or activity surfaces (e.g. #$Desk-PieceOfFurniture and 
#$DiningRoomTable), (iii) providing organized or protective storage 
for one's belongings (e.g. #$Dresser-PieceOfFurniture and 
#$Bookcase-PieceOfFurniture), and (iv) providing illumination (e.g. 
#$ElectricLamp).  Most pieces of furniture are #$NonPoweredDevices 
(q.v.) in that they don't need any energy input in order to serve their 
function; but of course there are plenty of exceptions to this, such 
as electric lamps, console TVs, and hospital beds.  Note that 
#$FurniturePiece only includes _whole_ pieces of furniture; e.g. a 
sofa is an instance, but an arm of a sofa is not."
"4174","ArtifactTypeByGenericCategory","prettyString","kinds of artifact not distinguished by brand or model"
"4175","IntelligentAgent","22-rdf-syntax-ns#type","TemporalStuffType"
"4176","personRepresentingAgent","prettyString-Canonical","Person Representing Agent"
"4177","AbstractLexiconSpecification","22-rdf-syntax-ns#type","TemporalStuffType"
"4178","AbstractThing","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"4179","3MMRRegimentHQ-RRS","22-rdf-syntax-ns#type","Platoon-MilitaryEchelon"
"4180","GeneralizedTransfer","22-rdf-syntax-ns#type","ProcessType"
"4181","MusicalInstrument","22-rdf-syntax-ns#type","CandidateKBCompletenessNode"
"4182","PhysiologicalConditionType","prettyString","types of health condition"
"4183","AviationUnit-MilitarySpecialty","prettyString-Canonical","aviation unit"
"4184","above-Touching","rdf-schema#subPropertyOf","above-Directly"
"4185","RegularlyRepeatedEventType","prettyString","regular"
"4186","PregnancyEndingEvent","prettyString","ended a pregnancy"
"4187","TransportationDevice","rdf-schema#subClassOf","Artifact-NonAgentive"
"4188","ArmoredUnit-MilitarySpecialty","prettyString-Canonical","armored unit"
"4189","abductiveExpansion","22-rdf-syntax-ns#type","UnderstandingEnrichmentRelation"
"4190","arg2Genl","constrainsArg","2"
"4191","AbductingSomeone","prettyString","had snatched"
"4192","Abdomen","prettyString","abdomens"
"4193","accountForSystem","prettyString-Canonical","Account For System"
"4194","LanguagesSpokenInCountries-HormuzArea-Topic","22-rdf-syntax-ns#type","CycVocabularyTopic"
"4195","CommercialServiceOrganization","prettyString-Canonical","service company"
"4196","2s12-Mortar","22-rdf-syntax-ns#type","WeaponType"
"4197","ProperNamePredicateForNPParser","22-rdf-syntax-ns#type","KBDependentCollection"
"4198","DeskWorker","prettyString","desk workers"
"4199","SocialGathering","22-rdf-syntax-ns#type","SomeSampleKindsOfSocialActions-Social-Topic"
"4200","superTaxons","arg1Format","SetTheFormat"
"4201","Acetabulum","prettyString-Canonical","acetabulum"
"4202","ComputerWallpaperFile","22-rdf-syntax-ns#type","ObjectType"
"4203","124CbtEngrBn","22-rdf-syntax-ns#type","BlueUnit"
"4204","A-123Engr-RRS","22-rdf-syntax-ns#type","Individual"
"4205","BiologicalDestructionEvent","rdf-schema#subClassOf","BiologicalProcess"
"4206","87thMeridian-West","prettyString-Canonical","87th Meridian West"
"4207","3DPipesScreenSaver-TheProgram","rdf-schema#comment","An instance of #$ScreenSaver."
"4208","negationPreds","rdf-schema#domain","Predicate"
"4209","SKSIDataTypeDescriptions-Topic","rdf-schema#comment","#$SKSIDataTypeDescriptions-Topic is the #$Topic containing the #$CycL terms used to describe data types for SKSI."
"4210","PhysiologicalCondition","quotedIsa","ExtractedByNounLearnerFromMotleyFoolUKCorpus"
"4211","AfghanPerson","prettyString","Afghan persons"
"4212","Resigning","prettyString","will resign"
"4213","IntelligentAgent","22-rdf-syntax-ns#type","Agents-Topic"
"4214","IDStringType","typeGenls","IDString"
"4215","accountBalance","prettyString-Canonical","account balance"
"4216","802-11WirelessLANProtocol","prettyString-Canonical","IEEE 802.11 Wireless LAN Protocol"
"4217","SetOrCollection","rdf-schema#comment","A specialization of #$MathematicalThing.  Something is an instance of #$SetOrCollection just in case it is a collection (i.e. an instance of #$Collection) or a mathematical set (i.e. an instance of #$Set-Mathematical).  Instances of #$Set-Mathematical and instances of #$Collection (and thus instances of #$SetOrCollection) share some basic common features.  All instances of #$Collection and all instances of #$Set-Mathematical (and thus all instances of #$SetOrCollection) are abstract entities, lacking spatial and temporal properties.  Nearly all instances of #$Collection (except "empty" collections) and nearly all instances of #$Set-Mathematical (except the empty set; see #$TheEmptySet) have "elements" (i.e. instances or members; see #$elementOf); hence set-or-collections may stand to one another in generalized set-theoretic relations such as #$subsetOf and #$disjointWith (qq.v.).  (It is this shared feature of having elements that provides the basic rationale for reifying the collection #$SetOrCollection.)  Nevertheless, sets and collections differ in two important ways.  First, each collection is intrinsically associated with an intensional criterion for membership -- a more or less natural property (or group of properties) possessed by all of (and only) its elements.  Collections are thus akin to kinds.  In contrast, the elements of a set are not required to be homogeneous in any respect: any things whatsoever may together constitute the elements of a set.  The second major difference between sets and collections is that no two distinct sets can be coextensional (i.e. have exactly the same elements; see #$coExtensional).  Sets can thus be identified purely on the basis of their extensions (see #$extent).  Collections, on the other hand, are individuated by their intensional criteria for membership.  So collections that have exactly the same elements might nevertheless be distinct, differing in their respective membership criteria.  (Note that the general relationship between collections and their "intensional criteria for membership" in the above sense is not something that is currently represented explicitly in the Knowledge Base (though this seems a worthwhile area for future work); still the #$comment and other "definitional" assertions on a given collection should ideally convey a reasonably clear and precise idea of its associated membership criterion.)"
"4218","accessibleDiscourseReferentInUDS","quotedArgument","2"
"4219","A_Change-ThePrefix","22-rdf-syntax-ns#type","CategoryChangingPrefix"
